name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
Bitcoin on a napkin: The Illustrated Book,"An illustrated guide that explains Bitcoin step by step: what it is, how it works, the story behind it and how the future might look.",7000,30,37.774929,-122.419415,publishing,nonfiction,1,30,publishing_nonfiction
The Field Study Handbook,"Travel anywhere, make sense of the world, and make a difference.",22000,22,37.774929,-122.419415,publishing,nonfiction,1,22,publishing_nonfiction
"Most INGENIOUS, CREATIVE, SIMPLE Way EVER To Share Recipes!",A way to share or save recipes that is easier than you ever imagined!!!!,12,30,36.153982,-95.992775,food,cookbooks,0,0,food_cookbooks
"""New Air"" - Kaye-Ree's new album","""New Air"" is the title of Kaye-Ree's second album. We want to produce it with the help of our fans and music lovers around the world.",30000,50,52.347224,14.550567,music,world music,0,0,music_world music
Stunning Fractals,These 13 stunning high resolution fractal images are great for any of your needs.,50,15,34.63915,-120.457941,art,digital art,0,0,art_digital art
A Lifesaving Idea...,"I am working on developing a system which saves children, and possibly anyone, holding a toy gun from being killed from law enforcement",50000,30,33.143372,-117.166145,technology,hardware,0,0,technology_hardware
cravedarave,EDM product line. Everything from T's to accessories.,5000,19.95833333,41.878114,-87.629798,fashion,ready-to-wear,0,0,fashion_ready-to-wear
Chestnut the guinea pig's 2 book collection:,A  7 year old girl's stories about the adventures of her pet guinea pig named Chestnut.,3500,31.1637963,49.248809,-122.98051,publishing,children's books,1,31.1637963,publishing_children's books
Publishing: Ross-shire Football's Forgotten Pioneers,"A book about the forgotten history of Ross-shire football, following Tain's Saint Duthus FC.",800,60,57.811501,-4.05523,publishing,nonfiction,1,60,publishing_nonfiction
VALROSA BEACH - A 1980's Noir,"Follow hard boiled detective, Jack Gibson, in this visually striking film that gets to the roots of Noir & Science Fiction",5000,30,42.360082,-71.05888,film & video,narrative film,1,30,film & video_narrative film
EasyWelder : filament welding tool for 3D printing,A new tool dedicated to 3D printing and DIY to bring together more plastic filaments.,5500,30,44.794486,-0.385115,technology,3d printing,1,30.00001157,technology_3d printing
"Don't just listen to sounds, feel the sounds!","iNova delivers unmatched earphone results with its US Patented Moving Metal Coil, Spectra Noise Cancellation, and Dual Delivery System.",25000,45,36.33202,-94.118537,technology,sound,0,0,technology_sound
"Awesome 'Possum, Vol. 4",Fourth volume of the natural science comic anthology.,5000,30,48.751911,-122.478685,comics,anthologies,1,30,comics_anthologies
There Was A Dream,An adventure that plunges you into a dream in perpetual fight against the nightmare.,3000,37,43.298427,13.453477,games,video games,1,37,games_video games
"David Walsh, Bowlmaker, Fine Wooden Bowls: June 2018","Another set of fine wooden bowls hand turned by David Walsh, Bowlmaker, with first availability to Kickstarter backers!",250,11,39.962598,-76.727745,crafts,woodworking,1,11.00001157,crafts_woodworking
The Archive of Desire,Help launch the world's first archive of everyday visionary imagination!,4000,30,41.823989,-71.412834,art,public art,1,30,art_public art
MINIMALIST BASEBALL - Fine Art Gallery in Anaheim,S. Preston is a hall of fame sports artist that combines the art of minimalism with the culture of sports.,17042,30,33.836593,-117.914301,art,public art,1,30.00002315,art_public art
"iamthemorning: ""From The House of Arts"" live album","Iamthemorning are seeking support to release ""From The House of Arts"" live album, recorded at Belighted release concert in Moscow.",5500,30,51.507218,-0.127586,music,rock,1,30,music_rock
John Klemmensen and the Party west coast tour 2013,My friend Vern and I are embarking on a 2 week tour to the west coast and back. Representing Omaha as best as we can.,500,7,41.256537,-95.934503,music,indie rock,1,7,music_indie rock
Freakishly healthy desserts,"Everybody loves desserts, but hates the guilt. I want to make desserts that are delicious, but also have nutritional value.",25,29.13255787,33.836593,-117.914301,food,farmer's markets,0,0,food_farmer's markets
Hydroponics: Stop World Hunger,We want to build a self-sustainable solar powered hydroponics growth system that will allow small communities worldwide to grow food.,300000,30,35.198284,-111.651302,food,community gardens,0,0,food_community gardens
HEARTSAT: A Scientifically Rewarding Journey to Near Space,"Not just another balloon launch, HEARTSAT will analyze the composition of Earth's atmosphere while utilizing a unique flight vehicle.",1900,30,43.489758,-71.582284,technology,space exploration,1,30.00002315,technology_space exploration
BondCable | Self-Bonding Charging Cables,Coil. Squeeze. Bond - The Charging cable that bonds onto itself when coiled! No more messy cables!,15000,30,1.352083,103.819836,design,product design,1,30,design_product design
Love & Death- Driftwork Sound Sessions,"Cari Q's full length album, art, and merchandise.",3500,56.26171296,30.267153,-97.743061,music,world music,1,56.26171296,music_world music
"""i's about the money.""  Get Money...  Seminar Music Video.","The Rebirth of Lyrical Hiphop...  ...  ...  ""You Can Do It Too...""",1000,31.22274306,30.438256,-84.280733,film & video,music videos,0,0,film & video_music videos
Caught on the Hop,'Caught on the hop' is a photography project aimed at spotlighting women in the New Zealand beer industry,1300,28.35162037,-36.850883,174.764488,photography,people,1,28.35174769,photography_people
Sock Exchange,Worn Sock aficionados,3000,30,36.09986,-80.244216,fashion,footwear,0,0,fashion_footwear
Benchmark Politics Webdev + Subscription Service,Benchmark Politics was the most accurate forecaster this primary season. We want a professional site and Subscription svc for the GE.,14000,21,30.451468,-91.187147,journalism,web,1,21.00002315,journalism_web
Route 66 Experience,"Exploring the most significant road in USA , finding and enjoy the beauty of the states along it ! Putting them together in a video!",6000,30,34.107048,-117.650999,film & video,experimental,0,0,film & video_experimental
Forsyth & Gee make a record. Just for you.,"Forsyth & Gee are making a harmonic folk-pop EP for your heart, mind, soul and your ears. Yes, your ears will love this. Pre-order now.",2500,30,40.014986,-105.270546,music,country & folk,1,30,music_country & folk
German Basic Grammar for English Speakers,The right book to understand the structure of german language.,8000,40,49.872825,8.651193,publishing,literary spaces,0,0,publishing_literary spaces
Album mit QualitÃ¤t (EDM),"Ich bin ein junger deutscher Produzent, der trÃ¤umt von seiner Musik zu leben kÃ¶nnen und diese in der ganzen Welt verÃ¶ffentlichen darf.",1500,53.20376157,48.790447,11.497889,music,electronic music,0,0,music_electronic music
The Quicklock- World's 1st Bluetooth + RF Auto Lock Doorlock,"The Quicklock - The World's 1st Bluetooth + RFID Auto Lock Doorlock. Finally, personal security and privacy for your home or office.",25000,37,40.391617,-111.850766,technology,gadgets,1,37.00042824,technology_gadgets
connect the dots - a photo journal,Connect the dots is the story of cool kids in rough hoods connecting through their passion for sports.,5000,60,27.717245,85.32396,photography,people,0,0,photography_people
"I was accepted to participate at Borderland, Almeria, Spain","International ArtExpo selected my video art to include in â€œBORDERLAND"" video art expo. They ask an entry fee for selected artworks.",200,8.918761574,36.834047,-2.463714,art,digital art,0,0,art_digital art
Mr. & Mrs. Muffins - Third Album on White Vinyl,5 years in the making. An album sung in 3 languages with contributors from 4 continents!,4000,30,47.676893,-122.205983,music,jazz,1,30.00001157,music_jazz
Sleep of Reason: A Sculptural Performance,Allegorical  tableaux vivants examine the theatrical/performance implications of abuse as depicted in the Abu Ghraib photographs.,500,25.98275463,40.712775,-74.005973,art,sculpture,1,25.98292824,art_sculpture
The Cinder Cone Build Book,The Cinder Cone Build Book documents the process of building the two tree houses and a bowl from inception to the final result.,30000,18.06851852,45.581147,-122.35382,publishing,art books,1,18.06854167,publishing_art books
Skip Trace: Hot Bounty Hunters + Bad Guys = Free TV,"Geek Goddess creates our first major project, the web series ""Skip Trace"", and helps reinvent entertainment",1500,14.23731481,40.678178,-73.944158,film & video,webseries,1,14.23744213,film & video_webseries
Making Good Better,a new first impression of addiction recovery,4000,29.72596065,37.096528,-113.568416,publishing,nonfiction,1,29.72597222,publishing_nonfiction
Pregnancy with Type 1 Diabetes: Your Month-to-Month Guide,We're self-publishing a Guide to Pregnancy with Type 1 Diabetes! Please help us make this book possible with a small or large donation!,3000,33.00515046,44.475882,-73.212072,publishing,nonfiction,1,33.00516204,publishing_nonfiction
Stop Theft and Prevent Fraud,Designed and developed to stop theft and prevent fraud from happening. Many features of the app make it extremely safe and very secure.,500000,60,40.120144,-123.823363,technology,software,0,0,technology_software
Vermont Fiddle Orchestra 10th Anniversary Reunion Concert,"A four generation, beginner to professional, audition-free Folk Orchestra celebrates its 10th Anniversary on April 13!",5500,29.95833333,43.924745,-72.665695,music,country & folk,1,29.95833333,music_country & folk
Spirituals and Hymns: Songs from My Heart,"I am so excited to announce my debut solo album ""Spirituals and Hymns: Songs from My Heart.""  Your support is appreciated! #singmichael",8500,45,38.040584,-84.503716,music,classical music,0,0,music_classical music
Irys Footwear,"Haters are gonna hate, so walk in the right direction with Irys Footwear. Don't take 'em on. Walk off the Shade that comes your way!",500,40.19340278,40.678178,-73.944158,fashion,footwear,1,40.19341435,fashion_footwear
Los Secretos de la Cesina,"Un cortometraje estudiantil comico, genero policiaco, creado con la intencion de participar en el festival de cine internacional Tiltup",3000,40.04166667,19.432608,-99.133208,film & video,comedy,0,0,film & video_comedy
Holocaust Vol. 1,A webcomic with grim cyberpunk/Sci-fi and superpower elements.,150000,30,25.974727,-100.456516,comics,webcomics,0,0,comics_webcomics
The KRYST,"Bienvenido seas a ""The KRYST"", un juego hecho por una sola persona, que te harÃ¡ flipar en colores(literalmente)\r
Â¿podrÃ¡s superarlo?",75,30,37.261421,-6.944722,games,video games,1,30,games_video games
RetroPacks - Subscription Photography Service,A monthly subscription service that links to Instagram to bring physical photographs back to life.,600,30,52.272994,-0.875551,technology,web,1,30.00001157,technology_web
Dublin & Dragons,"Dublin & Dragons is Ireland's first D&D 5e actual play webseries, filmed with high production values, in a homebrew setting.",2500,29.95833333,53.349805,-6.26031,film & video,webseries,1,29.95833333,film & video_webseries
Fellatia's-Fantastic-Fun-Time-Show,"Sissy Entertainment delivers a delicious cabaret that blends comedic monologue, song, and traditional sketch comedy.",2413,39.57756944,53.546124,-113.493823,theater,plays,0,0,theater_plays
I USED TO BE DARKER,"A new film by Matt Porterfield (HAMILTON, PUTTY HILL) about family, love and letting go. Shooting in Baltimore this summer.",40000,30,39.290385,-76.612189,film & video,narrative film,1,30.00001157,film & video_narrative film
Wizarding World Cup Hard Enamel Pins!,Pin inspired by harry potter and the Wizarding Worlds favorite sport!,2300,26.37667824,-34.938724,138.561958,fashion,accessories,1,26.37667824,fashion_accessories
Strange Legends Zine and Trading Cards - ZineQuest,"A character zine and trading cards for 15 characters with hand-drawn illustrations, stats, stories, and a minimalist design aesthetic.",175,14,49.282729,-123.120738,games,tabletop games,1,14,games_tabletop games
